service_name,endpoint_key,span_id,trace_id
inventory-service,GET /stock,ef3f1310b93b4405,af1c22110743431cba1d51f11620249b
inventory-service,GET /{id},d805215d449c4c99,0dd61c841943465892396acf5d806d67
inventory-service,GET /stock,676ce60fcca740f1,3ceaafb5247d4229b0130e1c22156554
inventory-service,POST /{id},30e6a13e79a2493a,37924fc66c394514bbfaadc4e7c1f050
inventory-service,GET /{id},0d926a010ba34c32,a55ddf909f394fe0b3d13909992e2b9a
inventory-service,POST /{id},7f69c12ff11f4d18,6eeef793cafe4e01af4a965a8a2eb265
inventory-service,POST /{id},64d31608173849ea,ce0d6a36981c4b9da04d1ad1165c737f
inventory-service,POST /{id},401e3d951a6a4cfa,c728d269531b4807a45f8e8f1a44e234
inventory-service,GET /{id},a277635e47de4842,6262cf4825ef4fffbc2fdf03cb309c36
inventory-service,POST /{id},e6df443efb56461f,1e47277434de488d91f8297b095b48a3
inventory-service,GET /{id},c387f59578fa4a4c,120686d89f274a81a593956bef1fdcde
inventory-service,GET /{id},6b359c1e40354be4,297977df2a7e4a7c89d5ae8a1cf05e67
inventory-service,GET /{id},e36e033da4a247c2,a8ee8fd05b5844148909bf455484249a
inventory-service,POST /{id},865f17ae4c6a4381,9c8aca7ab3894e33a19e3123539ad085
inventory-service,GET /{id},070e79881ee24b7a,1bff53f3ec664669944481151ff15ba2
notification-service,POST /sms,dc988cb8ebe741fa,835f79ebe5bf441687b9dcd0a3fe9a4d
notification-service,POST /notify,e9edc42ebbb541a1,59026886892249168a39f31136bd088b
notification-service,POST /notify,594dc55095574a2a,506a88d5b3bd4b61895809acd4074d3b
notification-service,POST /email,148d0c17838f4cdc,3ca602212dce44bfaf1a287b76a8c2a9
notification-service,POST /sms,f586026594684e7a,cb8011627daa420f9b3b30dad50fed65
notification-service,POST /notify,e07c998ae44f456b,8c7dd8c488d94276b5800ed81ecb8cd4
notification-service,POST /sms,da07479c41f04b68,9761407cf3e64337ab355981d2da97da
notification-service,POST /email,d3db6ab346a544b5,f4921b76726b4ccdafb6b8df0b3dbc9f
notification-service,POST /notify,7eb988b93fbe4a7f,3c2582c339c9443f9d03820d75fb14b7
notification-service,POST /email,fa52bf3bf67d4f2a,35686f428c7845f1a4fd65dfeb0a1ec2
notification-service,POST /email,6805edd857244712,db289e957acc4cc38dad1ce9572418b7
notification-service,POST /email,d8012c6e6d5848ec,dbc16aba9000417c8e829643a5948ec0
notification-service,POST /email,f4ba02a01eb94d3f,930379b9b33548559da35242512f2028
notification-service,POST /notify,e738a3b0700941f9,801b1e5652aa48c6b2e57f66f3a0924b
notification-service,POST /sms,81a293cfb6a94f91,7a84f22a897241c1aa0dde5ed62efd97
order-service,GET /orders,2402548a7ef84e87,d06612c0c92a432da34cf621d99c418e
order-service,GET /orders,d488938d46af4c0b,047543a210ac4e138808592d62f9b745
order-service,POST /orders,be383f63966e4960,038309c92bb14e09b116af86e06cef77
order-service,GET /orders,f1a2f38aaf684f73,06c968eb462f4e1690c8671345bb3516
order-service,POST /{id},3665d9be45454c03,878b3b0a15274789b6af830da612c2ce
order-service,GET /{id},c8101370b0ae4fca,fa894baec89b424ea8adad96ea6ab370
order-service,POST /orders,82a72ea0c08f4911,00806b2e9d8d4f3695e481ffa5e75643
order-service,GET /{id},24c29832befe41bd,8c2382463e0c42a3b0dbd2fda746ed2c
order-service,POST /{id},7c2d670ce1794f4e,fe7e4048d8894c02b87f0151bc0ba25f
order-service,GET /orders,e809402b6c744e3e,1f8ddc532e9b481daa64d1ad1d5a2fd2
order-service,POST /orders,ce47be89b2ff4480,cd061306e2744accbce6017bbf68d195
order-service,GET /orders,e6ab78ae68a948b8,428acae073474830a9af2d32b67e96c5
order-service,GET /{id},106e072e6f9e4cb3,f49aaae84d114785bff0d87949181004
order-service,POST /{id},ab5b5df879b04bd0,142f976989cc466188f2f3869ede8622
order-service,POST /{id},9edb3163a0c94b00,df20a445bf2e44dc83413c673aca505f
order-service,POST /{id},4515525bb11e46f2,25211783b6e44ac3b0d54ac88aebdf71
order-service,GET /{id},054ce81b949a4080,63bf07ef4990487792a831f4fee259ad
order-service,GET /{id},2f190fe3c8f84cf9,ebf11c73bef14937aafea2af60884688
order-service,GET /orders,3d064e4da9ae4f79,f7ad0ade66854ec1bd8c13d44e61912c
order-service,POST /{id},4078c0bc00214b01,7ebf669f4b194416ae7a29cd462941a4
user-service,GET /users/{id},f8e0308d75324761,6fe9296f48034b65878b5f79763a29ae
user-service,POST /users,37dd9157eb2846d3,2ed05fa627f4424a929a608e44333036
user-service,GET /users/{id},b8a5611da0c54e07,f4d4a36d7a4f48b798a1a936f72de905
user-service,GET /users/{id},91b3e373975e4645,467bd692ea324620b048f9c49a91c429
user-service,GET /users/{id},f4cd0c51f92e4d45,5b65a769351f4692b27c3d9a95afb658
user-service,GET /users/{id},0f8b0b695add414a,33049a986f73414a9629963bb1201deb
user-service,GET /users,fde3cf54c17f4914,0c731684719b40aa9007646f31f83880
user-service,POST /users,3aa23d697fbb4d5d,f73c31783d614e8a9e4515fbdaa2e9df
user-service,GET /users,fd99ba4d51a540a5,60109abbf38c47879ddbe0d6ac9d8300
user-service,GET /users,d77c8fa3b87f4dbf,2034b4d0cc7e41eca5f2f64eb5d8e47e
user-service,POST /users,9640be53228d49b6,8ee76c0b94c8411d82f90546b188f087
user-service,POST /users,2db04c48c946489e,3782a963c584456e8e0026b1d9e6a436
user-service,GET /users,f1aeed8cc43b40cc,816147205f2d43808cc7ff159f25d396
user-service,GET /users,4cef785f0da647bb,f300587ebcc142a5be71df8b3e46c1a6
user-service,POST /users,28e5546b3d2f43a0,887b51b9e1aa4745b7f30dd5235afbb4
user-service,GET /users/{id},b62e810c549045ac,79c590fb25844728a02ace8b8296c0b0
user-service,GET /users,3e3f82703d0c4516,22bb1bbe3a09456ab30363a3be42a3f9
user-service,GET /users/{id},4614907f0750412f,1bdf16637069473787c432cf65ac921e
user-service,POST /users,8b1819d3bbbf423d,22dee0938a354138ab18147fc92cbd82
user-service,GET /users/{id},49d784da679c44c4,5ff308068a7b470e8960b578e4762298
