trace_id,span_id,service_name,db_system,db_statement,tables
cfba5e0546ed024da1cc785295e4b002,dcee2335f3286462,scenario2,postgresql,SELECT * FROM customers,customers
cfba5e0546ed024da1cc785295e4b002,35e22fa517e1b4ff,scenario2,postgresql,SELECT * FROM products,products
cfba5e0546ed024da1cc785295e4b002,ec2e7ab7d1e8113c,scenario2,postgresql,SELECT * FROM orders,orders
cfba5e0546ed024da1cc785295e4b002,d6976ec45ebb8280,scenario2,postgresql,SELECT * FROM employees,employees
044703ef0070cafd98943bcb6c4aa745,73f1c74264af1120,scenario2,postgresql,SELECT * FROM customers,customers
044703ef0070cafd98943bcb6c4aa745,bc8c3f91bcfc0ea9,scenario2,postgresql,SELECT * FROM products,products
044703ef0070cafd98943bcb6c4aa745,c1041b96ee0b24ca,scenario2,postgresql,SELECT * FROM orders,orders
044703ef0070cafd98943bcb6c4aa745,c2e8d11aaaad193f,scenario2,postgresql,SELECT * FROM employees,employees
1acb00b76b5bd0f72cc486db6d61b963,9d83ba0f43ee4788,scenario2,postgresql,SELECT * FROM customers,customers
1acb00b76b5bd0f72cc486db6d61b963,c7bb17ddc3c1ff48,scenario2,postgresql,SELECT * FROM products,products
1acb00b76b5bd0f72cc486db6d61b963,497f5a0b0dc788d1,scenario2,postgresql,SELECT * FROM orders,orders
1acb00b76b5bd0f72cc486db6d61b963,0422aefe6d8d23b0,scenario2,postgresql,SELECT * FROM employees,employees
086a34d277ba30e7b759d5e8a688fbc7,f05bc8bb04e46f38,scenario2,postgresql,SELECT * FROM customers,customers
086a34d277ba30e7b759d5e8a688fbc7,53f66bc49c194361,scenario2,postgresql,SELECT * FROM products,products
086a34d277ba30e7b759d5e8a688fbc7,5d94b174f7c37eba,scenario2,postgresql,SELECT * FROM orders,orders
086a34d277ba30e7b759d5e8a688fbc7,6af782aa7c9b97f4,scenario2,postgresql,SELECT * FROM employees,employees
3151e9b75662a306c41bc90189e20e28,1f74fd7dc254bf96,scenario2,postgresql,SELECT * FROM customers,customers
3151e9b75662a306c41bc90189e20e28,df8740352bc248fa,scenario2,postgresql,SELECT * FROM products,products
3151e9b75662a306c41bc90189e20e28,49bba7c5b1b3bc59,scenario2,postgresql,SELECT * FROM orders,orders
3151e9b75662a306c41bc90189e20e28,1542a3cb90d7819f,scenario2,postgresql,SELECT * FROM employees,employees
a80e20c738ccab2470fb3125922cc876,22679aafddc60d7a,scenario2,postgresql,SELECT * FROM employees,employees
a80e20c738ccab2470fb3125922cc876,22c7d0f547d2abff,scenario2,postgresql,SELECT * FROM customers,customers
a80e20c738ccab2470fb3125922cc876,3b456d91a6253b3d,scenario2,postgresql,SELECT * FROM products,products
a80e20c738ccab2470fb3125922cc876,730ce5d948361cd6,scenario2,postgresql,SELECT * FROM orders,orders
b385950633901f52c24136c08c97295e,333f2cf78cda1eee,scenario2,postgresql,SELECT * FROM orders,orders
b385950633901f52c24136c08c97295e,e8b124ed8ee2e4a6,scenario2,postgresql,SELECT * FROM employees,employees
b385950633901f52c24136c08c97295e,d6b0330df5f92e38,scenario2,postgresql,SELECT * FROM customers,customers
b385950633901f52c24136c08c97295e,efe747c164afc73a,scenario2,postgresql,SELECT * FROM products,products
19dc97485f7f81d36217913f197846bc,ce7177bc6c067dc8,scenario2,postgresql,SELECT * FROM customers,customers
19dc97485f7f81d36217913f197846bc,91890ddf3a2dc40f,scenario2,postgresql,SELECT * FROM products,products
19dc97485f7f81d36217913f197846bc,3e8b66e22ccf2134,scenario2,postgresql,SELECT * FROM orders,orders
19dc97485f7f81d36217913f197846bc,3b06afb3a71695df,scenario2,postgresql,SELECT * FROM employees,employees
c34d124f8b79917388227ad711e1e488,a9cf1b62426c54b3,scenario2,postgresql,SELECT * FROM employees,employees
c34d124f8b79917388227ad711e1e488,032aca8901ea4867,scenario2,postgresql,SELECT * FROM customers,customers
c34d124f8b79917388227ad711e1e488,6e12317b42b5ce24,scenario2,postgresql,SELECT * FROM products,products
c34d124f8b79917388227ad711e1e488,53c2e7e5a21b1c20,scenario2,postgresql,SELECT * FROM orders,orders
29bebf9116e4fa29a30d886e0f0a072e,acb8ba47ee5304d8,scenario2,postgresql,SELECT * FROM employees,employees
29bebf9116e4fa29a30d886e0f0a072e,29a782a5539f599d,scenario2,postgresql,SELECT * FROM customers,customers
29bebf9116e4fa29a30d886e0f0a072e,ae74a991be3ac614,scenario2,postgresql,SELECT * FROM products,products
29bebf9116e4fa29a30d886e0f0a072e,6122db623a6285b4,scenario2,postgresql,SELECT * FROM orders,orders
3e48b8f138ba58bb2cb0b73c8c0c6b5a,5757799581340fd3,scenario2,postgresql,SELECT * FROM customers,customers
3e48b8f138ba58bb2cb0b73c8c0c6b5a,3238b8bed7fbeff8,scenario2,postgresql,SELECT * FROM products,products
3e48b8f138ba58bb2cb0b73c8c0c6b5a,63038dffe6ec656e,scenario2,postgresql,SELECT * FROM orders,orders
